,Id,Value,Date
725,Sistema,66697100,2015-09-26
726,Sistema,62441400,2015-09-27
727,Sistema,62757100,2015-09-28
728,Sistema,70961600,2015-09-29
729,Sistema,77565500,2015-09-30
730,Sistema,69590700,2015-10-01
731,Sistema,80785000,2015-10-02
732,Sistema,117405300,2015-10-03
733,Sistema,82203000,2015-10-04
734,Sistema,83325300,2015-10-05
735,Sistema,67007300,2015-10-06
736,Sistema,77681000,2015-10-07
737,Sistema,95323500,2015-10-08
738,Sistema,97909900,2015-10-09
739,Sistema,72267300,2015-10-10
740,Sistema,140259800,2015-10-11
741,Sistema,89441900,2015-10-12
742,Sistema,126518600,2015-10-13
743,Sistema,127661400,2015-10-14
744,Sistema,183840900,2015-10-15
745,Sistema,162056400,2015-10-16
746,Sistema,111655200,2015-10-17
747,Sistema,110333300,2015-10-18
748,Sistema,88643600,2015-10-19
749,Sistema,77174000,2015-10-20
750,Sistema,80410400,2015-10-21
751,Sistema,74995400,2015-10-22
752,Sistema,73858500,2015-10-23
753,Sistema,103230200,2015-10-24
754,Sistema,111325300,2015-10-25
755,Sistema,111095100,2015-10-26
756,Sistema,90316300,2015-10-27
757,Sistema,88038400,2015-10-28
758,Sistema,94778700,2015-10-29
759,Sistema,95136700,2015-10-30
760,Sistema,79092700,2015-10-31
761,Sistema,117961200,2015-11-01
762,Sistema,135306700,2015-11-02
763,Sistema,94030500,2015-11-03
764,Sistema,118170200,2015-11-04
765,Sistema,169316000,2015-11-05
766,Sistema,178009000,2015-11-06
767,Sistema,201556200,2015-11-07
768,Sistema,174690500,2015-11-08
769,Sistema,130712100,2015-11-09
770,Sistema,187076200,2015-11-10
771,Sistema,119484100,2015-11-11
772,Sistema,98627500,2015-11-12
773,Sistema,83850800,2015-11-13
